lat,lon,polygon,GEOID
41.87506,-73.104977,13354,09005310700
44.126155,-73.153236,67369,50001960400
42.249016,-73.78465,44173,36021001200
42.28177,-84.38586,33992,26075005900
32.351807,-106.763724,42854,35013001201
30.706437,-95.547224,62557,48471790800
43.725191,-72.31535,67303,50027965000
28.260306,-81.618209,16011,12097040802
36.148506,-81.15196,48494,37193961100
36.148705,-81.151412,48494,37193961100
44.057766,-79.486916,,
43.957543,-78.308806,,
45.447444,-73.853361,,
45.494349,-73.65421,,
45.630887,-73.601601,,
46.3335104,-72.5913364,,
46.482843,-72.707382,,
46.489468,-72.656638,,
35.996046,-86.525702,60164,47149042200
36.0767,-86.7212,60655,47037019004
40.43862,-79.96008,57296,42003040500
42.464897,-71.398094,31438,25017361200
42.959881,-78.758655,43620,36029009502
42.741806,-73.787998,46353,36001013507
42.739933,-73.788345,46353,36001013507
42.323624,-83.065702,33439,26163985300
42.323676,-83.065727,33439,26163985300
42.987338,-71.464537,40334,33011200400
35.058727,-89.802956,61350,47157021342
41.818791,-71.408987,58485,44007000600
44.277023,-84.2902,34748,26129950200
34.307912,-118.431073,3951,06037106114
34.095141,-118.33899,6966,06037190100
34.048465,-118.440631,4138,06037267200
34.073711,-118.251483,11031,06037197700
28.944092,-81.233555,16625,12127091022
34.131788,-118.352482,10982,06037143700
28.6556,-81.528078,17493,12095017501
33.755127,-118.292375,9920,06037296300
33.7551,-118.2922,9920,06037296300
28.802115,-81.725471,15051,12069030803
28.802546,-81.727047,15051,12069030803
36.665966,-114.569437,39775,32003005902
36.804757,-114.137648,39892,32003005904
45.493247,-122.577501,54311,41051008301
28.013026,-82.78574,15407,12103027101
28.416355,-81.427761,16044,12095017006
28.836812,-82.331755,16553,12017450902
28.838237,-82.331346,16553,12017450902
28.013713,-82.788515,15407,12103027101
27.737048,-82.750395,16591,12103028003
28.108614,-81.625869,16539,12105012602
27.882497,-82.849502,16646,12103027606
41.312582,-81.442405,50667,39153530103
41.302712,-81.423723,51189,39153530105
41.341372,-81.434966,52037,39153530108
41.319725,-81.458882,50667,39153530103
28.802767,-81.730939,15051,12069030803
27.73867,-82.749664,16591,12103028003
27.613454,-82.735926,,
28.85016,-82.378226,17507,12017451400
47.571333,-122.328404,70722,53033009300
45.43581,-73.626984,,
46.225214,-73.5271493,,
40.817315,-74.215388,41015,34013016600
34.1022,-117.711032,5514,06037401901
42.925079,-87.916157,71412,55079160100
42.340351,-71.103545,32180,25025010300
41.819143,-71.440371,58536,44007001900
41.507568,-73.9776,46766,36027210201
41.0293,-111.924378,67030,49011127100
41.028717,-111.92371,67030,49011127100
41.821722,-71.440219,58536,44007001900
42.778454,-73.70279,44880,36001012900
42.778393,-73.70271,44880,36001012900
42.78158,-73.705696,44880,36001012900
42.78051,-73.704094,44880,36001012900
42.362241,-71.159628,32342,25017370300
35.774316,-78.638077,50022,37183050100
37.70068,-121.8844,3689,06001450743
33.55405,-117.17677,11535,06065050500
45.523333,-73.620197,,
45.474352,-73.473794,,
48.006651,-65.351619,,
45.622,-74.5937,,
48.603858,-79.115185,,
42.323967,-71.32553,32299,25017367200
43.179698,-76.402596,47100,36067011402
45.956771,-73.705837,,
45.314333,-73.877167,,
49.914256,-74.36636,,
45.542238,-73.640132,,
46.095904,-73.350571,,
34.058598,-84.28537,19843,13121011616
37.274779,-76.707207,67975,51830370100
45.399303,-122.652056,54476,41005020505
44.938708,-123.025957,54791,41047000900
39.748088,-104.996432,12749,08031001702
40.670269,-111.955999,66625,49035113520
40.776612,-111.933929,66675,49035100600
35.780115,-78.648556,48645,37183051000
43.09282,-75.316514,45487,36065025200
40.046276,-75.41089,57537,42029300108
44.933809,-75.612112,,
45.640083,-73.842829,,
45.910745,-72.929129,,
48.2729233932331,-70.62490016762,,
48.241255,-79.027251,,
48.3608,-77.99547,,
41.83545303,-87.62598419,22332,17031842000
40.392786,-105.112756,11837,08069001901
41.72909,-88.34178,23689,17089854002
36.27016,-80.36066,49673,37169070501
39.158161,-77.215407,30786,24031700722
30.386889,-81.773495,15729,12031010600
43.07423,-89.397572,71424,55025001102
48.408135,-78.365767,,
25.796827,-80.133267,15876,12086004206
42.942197,-88.04682,71350,55079130100
43.002586,-78.84064,47094,36029007905
25.783052,-80.1919,18092,12086003702
43.264206,-72.60177,67312,50027966500
42.139605,-71.397984,31477,25021408102
42.965622,-81.362168,,
37.458115,-122.22021,11292,06081611400
37.482264,-122.263472,7813,06081609603
44.9655,-122.98536,54571,41047001604
33.68112,-117.67068,6195,06059052422
45.391889,-71.928298,,
45.587497,-73.58488,,
47.837058,-69.54473,,
48.272913,-70.625569,,
30.28771,-97.829448,64872,48453001917
47.663902,-122.300245,69498,53033004301
43.055503,-89.520942,71669,55025000406
45.624385,-70.251594,29635,23025965301
41.76323,-72.652669,12977,09003510200
43.159818,-79.156826,,
41.90421,-87.64352,23483,17031842200
39.371613,-104.860466,12823,08035014504
44.632045,-121.131019,54484,41031960201
26.600027,-81.80902,16084,12071040119
41.656815,-91.53376,25500,19103001600
40.148733,-76.283784,57583,42071012102
41.756962,-111.828486,66812,49005000600
26.599659,-81.80668,16084,12071040119
26.600042,-81.807594,16084,12071040119
44.326862,-74.13015,47025,36033951000
26.599218,-81.807434,16084,12071040119
34.004437,-118.256566,4639,06037228600
37.95408,-121.96502,6748,06013334004
38.93018,-77.24553,69096,51059460400
45.348024,-74.221013,,
45.436936,-73.605253,,
46.83093,-71.29533,,
40.087595,-76.283742,56290,42071011803
42.458023,-71.39914,31438,25017361200
42.536937,-92.447604,26122,19013002200
42.369849,-83.372509,35062,26163558300
33.942774,-118.238953,10213,06037243000
33.941036,-118.239077,8685,06037242700
33.938692,-118.309151,10688,06037238000
38.36731,-121.95685,5355,06095252911
45.53457,-73.460951,,
53.526111,-113.504194,,
47.659899,-72.272148,,
41.252117,-72.998271,13459,09009157100
40.016043,-105.245594,12456,08013012203
41.68595,-73.791916,47832,36027080103
35.077457,-92.461572,3006,05045030800
43.79586,-79.351494,,
43.795956,-79.35153,,
34.141718,-118.375065,7077,06037143604
34.043908,-118.259926,4388,06037207900
39.572898,-76.987457,31025,24013507602
46.195469,-119.265621,70297,53005010813
32.67507,-117.09773,7588,06073011700
44.357768,-78.754598,,
45.419261,-73.880839,,
45.467819,-73.603451,,
45.377876,-74.024032,,
49.028914,-119.436226,,
49.052421,-113.907019,,
49.236107,-119.530602,,
45.3866,-72.7024,,
34.376107,-96.132975,53936,40005587700
36.2269669678821,-95.7000114907379,53430,40131050602
35.636491,-97.485068,54138,40109108304
38.896739,-77.071308,67885,51013101603
38.8969,-77.071308,67885,51013101603
38.896739,-77.071119,67885,51013101603
47.613651,-122.318325,69714,53033007500
28.320688,-80.60973,17420,12009068200
40.135864,-83.019,50453,39049007041
40.135887,-83.01892,50453,39049007041
42.37617,-71.026265,31621,25025981300
42.053185,-72.609474,32065,25013813208
42.077496,-72.59453,32159,25013813209
42.073742,-72.64312,31730,25013813207
40.7472,-86.77552,24525,18181958500
42.363445,-71.01862,31621,25025981300
39.952685,-82.992043,51325,39049004000
39.952647,-82.992153,51325,39049004000
39.952637,-82.991905,51325,39049004000
42.365505,-71.026405,31621,25025981300
42.370525,-71.02949,31621,25025981300
49.220392,-122.598808,,
49.219455,-122.601185,,
49.259872,-123.012061,,
34.047766,-118.247409,8047,06037207302
33.974142,-118.282792,7214,06037237710
46.265028,-74.725056,,
50.003725,-110.645615,,
34.198502,-118.927661,8663,06111006100
34.184982,-118.876724,4148,06111006900
34.185876,-118.890055,4148,06111006900
34.18431,-118.886426,4148,06111006900
34.175229590149,-118.843920807549,7906,06111007100
34.162769,-118.831186,3609,06111007202
34.164753,-118.833784,3609,06111007202
43.8993397707261,-78.9439584550171,,
43.716455,-79.338148,,
38.8969,-77.071119,67885,51013101603
40.41393,-111.87781,67040,49049010108
40.413967,-111.877785,67040,49049010108
35.736697,-83.99328,60408,47009011200
40.802105,-81.375493,50694,39151700100
43.191075,-77.703873,45635,36055014104
30.172599,-97.777067,62498,48453002429
49.219788,-122.59965,,
33.72977,-118.0267,11198,06059099407
46.808194,-71.217778,,
46.365006,-73.056756,,
42.44921,-71.22789,31231,25017358700
45.186581,-67.268825,29434,23029955500
42.447591,-71.225415,32340,25017358400
35.277468,-116.056712,5119,06071010300
29.758931,-95.370971,65092,48201100000
40.054036,-82.913083,51720,39049010100
33.989123,-84.092054,19781,13135050217
45.605901,-73.570928,,
46.046724,-73.115656,,
46.877434,-72.308122,,
43.667698,-116.688546,20781,16027021300
43.665761,-116.685601,20781,16027021300
39.4512386505637,-94.9784293916016,37905,29165030700
39.4523653250861,-94.9764982011108,37905,29165030700
39.4513712014538,-94.9787727143555,37905,29165030700
39.4506421684355,-94.9783435609131,37905,29165030700
39.085471,-94.573489,37648,29095015800
39.085471,-94.573489,37648,29095015800
38.679958,-94.480725,38364,29037061002
38.983285,-94.457105,37345,29095012701
38.983285,-94.457105,37345,29095012701
39.123382,-94.557109,38071,29095015500
38.338223,-94.636917,26938,20107955100
38.338223,-94.636917,26938,20107955100
38.338223,-94.636917,26938,20107955100
39.725468,-94.881063,38199,29021002900
39.725468,-94.881063,38199,29021002900
39.131013,-94.480812,38071,29095015500
39.131013,-94.480812,38071,29095015500
39.131013,-94.480812,38071,29095015500
39.131013,-94.480812,38071,29095015500
38.862734,-94.304472,37437,29095013502
39.014796,-94.250777,37960,29095014101
39.014796,-94.250777,37960,29095014101
35.3629727,-97.5127897,53900,40027202005
35.524472,-97.473418,53554,40109106100
35.523389,-97.465141,53554,40109106100
35.4077723283852,-94.5285240039826,53521,40135030104
36.137733,-96.094646,53852,40143009200
35.380651,-97.059049,54242,40125501001
36.085983,-97.052292,53981,40119011000
35.852374,-94.990706,53964,40021978300
36.1223882,-95.9846093,53462,40143004500
36.149463,-95.989942,53994,40143002500
36.090779,-95.916104,53605,40143008600
35.478133314704,-97.7507665661621,54179,40017301003
35.181523,-97.500372,53567,40087400202
35.685722,-97.5085,53801,40109108213
35.6384683,-97.4927523,53481,40109108204
33.673024,-117.844587,6867,06059062610
30.178951,-96.907021,65428,48287000400
47.29799,-122.248532,70624,53033030801
35.969348,-112.12739,1702,04005002300
42.608938,-88.407959,72411,55127001000
44.96192,-93.087048,36497,27123033000
38.297148,-122.302474,8102,06055200804
38.459409,-122.730226,7211,06097153001
37.423395,-122.198224,10551,06081613000
41.442393,-74.37639,46704,36071011200
37.441734,-122.170202,9990,06085511609
35.069256,-80.842023,48561,37119005839
26.081812,-97.161236,,
37.114465,-76.497198,67621,51700032114
39.153255,-76.74378,30425,24003740102
37.289541,-80.079404,68979,51775010300
36.110515,-86.723904,59952,47037017401
39.384697,-77.405499,30052,24021751003
40.182245,-122.22754,10316,06103000600
32.378977,-82.062649,19027,13043950200
29.519144,-95.121974,63341,48201341201
33.679646,-117.174147,7838,06065042742
35.504972,-78.325441,49940,37101040600
33.800538,-98.196777,63596,48077030200
33.698936,-84.173176,19223,13089023416
43.664439,-70.269546,29327,23005001500
45.60954,-68.522863,29636,23019026500
39.9418,-74.21245,41525,34029724000
47.468033,-121.716442,70309,53033032704
39.432755,-77.439356,30062,24021751203
39.489744,-76.663681,30284,24005408400
39.571358,-107.536476,11907,08045951902
42.567173,-70.93951,31843,25009211200
42.563423,-70.93865,31843,25009211200
42.465183,-71.4556,32058,25017363104
43.359247,-73.701335,46247,36113070601
43.3592,-73.701305,46247,36113070601
43.359019,-73.701171,46247,36113070601
43.359015,-73.701099,46247,36113070601
43.359015,-73.701072,46247,36113070601
42.354008,-71.06807,31141,25025981700
44.746572,-85.592276,35088,26055551100
41.225331,-95.929036,39103,31055002500
30.093037,-81.71107,15688,12019030702
35.230311,-80.841356,48439,37119000100
45.881048,-72.492891,,
46.058269,-73.068272,,
46.368093,-72.598918,,
39.698418,-78.178408,30771,24043010700
35.481309,-82.553588,49528,37021002203
35.481309,-82.553588,49528,37021002203
33.773298,-117.992257,8559,06059088801
40.649255,-75.28825,57092,42095017607
38.901792,-77.049324,13932,11001010800
47.028924,-122.913101,69476,53067010520
40.108406,-83.082924,52708,39049006386
29.304274,-98.524702,63830,48029152000
42.10574,-87.73594,23537,17031800500
42.248367,-71.00027,32255,25021417701
40.108555,-83.08043,52708,39049006386
42.24841,-71.00008,32255,25021417701
36.175831,-115.290816,39910,32003003223
29.996689,-90.25318,29233,22051020600
29.996583,-90.253224,29226,22051980000
29.168917,-80.980095,14946,12127082605
35.777156,-78.6377,50022,37183050100
43.898071,-79.006555,,
43.838227,-79.020677,,
43.866224,-79.036157,,
49.04038,-123.089989,,
39.535882,-119.717809,40070,32031003101
33.45483,-117.60665,7683,06059042112
45.32612,-73.26569,,
45.895675,-74.153341,,
49.055122,-122.885069,,
49.202364,-68.254883,,
44.177628,-72.901288,67370,50023955800
44.177471,-72.901588,67370,50023955800
33.639069,-112.111905,1455,04013103608
42.784658,-78.767062,45713,36029013701
42.908953,-78.900652,45945,36029007000
42.75888,-73.60228,47192,36083052004
28.656725,-81.238914,16619,12117021307
38.907199,-77.043568,14062,11001010700
41.78452,-71.31178,32027,25005632200
40.076307,-75.146003,55217,42091202401
43.055454,-73.15505,67222,50003970700
33.99637,-118.42726,6481,06037275200
45.426284,-71.972208,,
45.265955,-72.15063,,
45.889444,-73.155909,,
46.441806,-72.344853,,
46.8466547,-71.6179956,,
50.020777,-66.875471,,
49.4168041,-91.6595387,,
38.635842,-121.200777,9781,06067008703
38.633138,-121.206164,9781,06067008703
38.904905,-77.040131,14062,11001010700
38.90214,-77.026715,13889,11001010100
42.095337,-72.60464,31877,25013812300
42.44783,-73.25958,32504,25003900600
40.404976,-104.69503,12326,08123000800
36.042004,-115.185576,39755,32003005834
43.795856,-79.35148,,
48.654776,-123.625341,,
35.6306,-120.6921,8633,06079010102
33.80912,-118.28686,7151,06037543604
34.14244,-118.23379,3619,06037302104
43.770465,-79.33538,,
49.086854,-123.058702,,
49.145601,-122.91603,,
49.494563,-117.292201,,
45.47899,-73.604493,,
45.487284,-73.591454,,
46.721022,-79.095468,,
40.888281,-74.209175,41567,34031264102
40.685377,-74.401576,41680,34039038101
40.522209,-74.857248,41429,34019011301
40.956514,-73.964381,41184,34003009100
39.525179,-74.644999,40621,34001010600
39.357783,-74.56111,41607,34001013500
39.278858,-74.575798,42213,34009020101
40.335128,-74.48698,41980,34023008700
40.3706921285298,-74.5874590978699,41982,34023008504
40.884982,-74.055204,41993,34003023502
40.628918,-74.917559,41291,34019010702
40.608403,-74.714766,41248,34035053604
40.570553,-74.612208,41103,34035050100
40.878626,-74.479131,42347,34027041500
40.710309,-74.086912,41587,34017005200
41.06840842,-74.747829,42431,34037372100
40.923957,-74.071121,42343,34003042500
40.87358,-74.297309,41195,34013021601
39.940736,-74.745646,42291,34005703202
39.742519,-74.728211,41252,34005703700
40.351415,-74.659071,41023,34021004000
40.609581,-74.688835,41248,34035053604
40.278832,-74.732451,42167,34021003201
40.286808,-74.565415,41821,34021004406
40.742254,-74.02706,41378,34017018701
40.2668315939898,-74.7797366455078,41758,34021003703
39.45803,-75.061244,41558,34011041000
40.788043,-74.055384,42456,34017019900
40.350599,-74.064339,42397,34025803600
45.504779,-122.422629,54469,41051010001
44.286329,-88.488366,71539,55087012506
47.61479,-122.195543,70353,53033023804
40.162004,-77.401178,57861,42041012800
30.248932,-97.762283,65215,48453001305
47.559244,-52.780591,,
37.78958,-122.28003,9829,06001428700
43.62295,-70.34379,29627,23005017301
33.76059,-117.83594,8876,06059075405
51.015625,-114.166888,,
45.9001472,-74.249271,,
47.331746,-79.438156,,
45.3065471,-79.8959302,,
50.4464511,-104.5410562,,
34.073086,-118.389226,9526,06037214901
39.428364,-119.75461,40110,32031002208
41.001268,-72.29503,46024,36103190708
38.903927,-77.061299,14021,11001000100
33.945783,-118.38442,5141,06037277200
44.495788,-72.738731,67214,50015953600
46.756691,-71.293795,,
34.045774,-118.265912,4651,06037207710
34.045774,-118.265912,4651,06037207710
45.496544,-73.572896,,
38.501019,-122.463145,6830,06055201601
39.900218,-75.474643,57800,42045407000
45.38627,-84.92804,34829,26047970700
43.256886,-79.900901,,
37.536234,-122.062789,9813,06001444301
40.748931,-74.006078,46356,36061009900
45.504246,-73.562256,,
43.763479,-103.616258,59804,46033965200
43.763479,-103.616258,59804,46033965200
49.8205741,-96.9341739,,
46.789932,-71.355428,,
44.289406,-71.225103,40189,33007950900
45.57528,-70.879811,,
37.795144,-122.404311,10135,06075061100
38.903927,-77.061299,14021,11001000100
46.343181,-72.545318,,
45.595995,-73.577173,,
46.768128,-71.323442,,
40.773471,-73.952304,43324,36061013800
51.183526,-114.454406,,
46.628678,-71.976586,,
40.73591,-73.983331,43185,36061006400
40.797875,-73.961228,44532,36061018900
27.467243,-82.699675,17409,12081001701
33.30359,-111.903167,1660,04013811100
30.223633,-98.800509,65274,48171950100
40.380365,-105.528002,12401,08069002801
49.603572,-119.570699,,
33.102241,-96.816574,65175,48085030505
42.62115,-83.284837,34733,26125142700
39.816097,-88.87974,22524,17115002402
26.049096,-80.160077,17938,12011080200
40.762536,-73.826279,46455,36081086500
40.68722,-73.981174,45699,36047003700
40.836425,-73.941393,45849,36061024500
40.852225,-73.934213,45172,36061027100
40.848198,-73.931808,44343,36061026900
40.716144,-74.03507,41677,34017007400
40.920448,-72.666154,43063,36103169800
40.7179,-74.036214,40902,34017007600
40.736224,-73.959356,45893,36047056300
40.629424,-74.111586,45571,36085012100
38.672439,-122.803996,4837,06097154100
33.71881,-116.381637,3848,06065045117
38.915781,-76.98301,13915,11001008803
43.397868,-79.760354,,
41.287164,-72.657682,13324,09009190100
48.240482,-122.45554,70628,53029971500
43.659458,-79.38955,,
29.661692,-82.417592,17635,12001001702
37.657348,-122.400614,7834,06081602300
28.345007,-81.525749,17734,12097040804
34.274343,-77.81617,49469,37129011705
35.32125,-78.63531,48773,37085070300
47.610236,-122.332452,70408,53033008200
30.232172,-92.107401,28189,22055001902
46.489666,-120.407303,69657,53077001702
26.375974,-80.076866,15565,12099007302
39.3705,-84.380895,50719,39017011120
34.984135,-82.279306,59015,45045002606
34.91932,-115.066314,5119,06071010300
33.867254,-84.469398,18795,13067031207
41.651377,-80.146754,55412,42039111700
40.981539,-72.199841,46053,36103200902
40.716822,-74.040053,41057,34017007500
40.752989,-74.023473,40604,34017018302
40.750875,-74.024494,40604,34017018302
40.73249,-74.044814,41297,34017007800
40.734628,-74.044193,41297,34017007800
40.735561,-73.985319,43989,36061004800
40.847482,-73.937862,43688,36061026300
40.790289,-73.972756,43743,36061017700
40.681876,-73.964169,44490,36047020100
40.709643,-74.015239,44325,36061031704
40.693194,-73.982701,43150,36047001500
40.69504,-73.98394,43150,36047001500
40.729133,-73.855355,43731,36081071304
40.758745,-73.833154,44564,36081087100
40.760676,-73.829774,44564,36081087100
40.773467,-73.958287,43233,36061014000
40.674253,-73.985057,44266,36047013500
40.687927,-73.982998,45699,36047003700
40.683176,-73.981914,44452,36047012700
40.755508,-73.922168,43741,36081015700
40.773632,-73.913315,47138,36081011500
40.762206,-73.830022,44887,36081086900
40.732184,-73.866525,43842,36081071702
43.64996,-79.379805,,
38.581214,-121.495002,3905,06067001101
38.694213,-120.908845,10475,06017030902
36.853363,-76.291046,67456,51710004900
36.846272,-76.289108,67456,51710004900
36.851354,-76.290614,67456,51710004900
36.846527,-76.292068,67456,51710004900
29.783169,-95.112826,63517,48201252600
40.816366,-73.947365,43026,36061022102
45.290796,-123.238097,54463,41071030400
37.791183,-122.412938,6173,06075011901
34.721376,-92.227854,3309,05119000200
40.748121,-73.95599,45416,36081000100
37.322005,-121.949181,4588,06085506401
39.291975,-76.615822,30670,24510040100
38.714461,-75.091011,13757,10005051102
27.950406,-82.449072,14544,12057005301
31.243551,-81.507082,19234,13127000401
40.621381,-75.379844,57895,42095010800
38.904943,-77.035223,13889,11001010100
38.902853,-77.043202,14062,11001010700
38.895936,-77.040432,13932,11001010800
41.002726,-72.031415,45203,36103201003
41.661828,-74.644777,45290,36105951700
32.37315,-99.749347,64198,48441012700
37.997265,-79.830262,68247,51017920100
40.71961,-73.83934,46261,36081075701
33.668942,-78.905953,59609,45051051700
40.762417,-73.926985,46846,36081005300
34.744331,-120.271678,6203,06083001901
28.053327,-82.417066,17843,12057000101
38.955755,-119.766962,39805,32005001400
33.176869,-96.641303,64773,48085030601
38.650853,-78.255117,67810,51157950200
38.502853,-78.871192,68788,51165010600
41.428427,-75.285401,56973,42127961100
40.8799,-73.907762,43540,36005028900
43.654446,-79.404674,,
43.659347,-79.386484,,
51.044703,-114.05681,,
51.044703,-114.05681,,
51.045885,-114.060739,,
35.124671,-120.576551,8549,06079011800
37.272854,-76.706737,67975,51830370100
37.263408,-76.682976,67975,51830370100
37.292195,-76.729595,68477,51830370300
38.977195,-76.288502,30563,24035810800
36.846713,-76.292642,67456,51710004900
36.851851,-76.28791,67456,51710004900
44.314712,-74.119133,46066,36031960498
38.031941,-78.506798,68482,51540000600
40.72216,-73.849258,43673,36081071100
42.360953,-71.054917,31505,25025030300
26.714169,-80.055572,14323,12099002600
26.713966,-80.053785,14716,12099002700
37.322005,-121.949181,4588,06085506401
27.876641,-82.50685,17611,12057007001
39.642667,-106.377504,12380,08037000702
49.285559,-123.115719,,
45.465445,-91.105074,72199,55107960500
44.858547,-93.237072,36365,27053025100
40.776944,-73.901382,45645,36081012301
32.939631,-116.873581,8770,06073016902
31.605148,-81.88286,18775,13305970300
42.138891,-72.01826,32520,25027756101
40.749893,-73.939758,46938,36081001900
43.785275,-79.22703,,
51.084214,-115.339867,,
39.891354,-75.234337,57302,42101980900
41.72076,-111.833929,66978,49005001102
37.046416,-112.519602,66651,49025130200
35.974553,-86.576849,61107,47149040306
40.766857,-73.952647,44442,36061012400
29.777076,-98.716912,65075,48259970500
27.495908,-82.504374,16586,12081002011
38.865999,-104.895788,12787,08041003701
46.014123,-118.310165,70697,53071920900
38.008492,-84.211721,27733,21049020600
36.324966,-119.352948,7013,06107002009
36.138666,-95.988292,53214,40143003100
41.628601,-73.305987,12971,09005267100
39.088348,-94.581803,37648,29095015800
35.862261,-86.450429,60911,47149040901
39.771007,-104.970653,11765,08031003601
40.76426,-111.893445,66657,49035114000
44.993604,-124.006882,54740,41041950303
45.254242,-81.662502,,
48.51854,-122.612146,69900,53057940600
32.714603,-117.163029,5777,06073005300
36.054819,-112.119122,1702,04005002300
44.283189,-73.980597,46066,36031960498
43.288589,-79.891467,,
40.143678,-82.943301,52168,39041011762
46.070625,-118.329607,70113,53071920802
25.077001,-80.46167,,
41.310498,-73.097982,12958,09001110301
32.79365,-96.778059,62958,48113002200
38.81068,-94.890197,26347,20091053705
40.705192,-73.80223,47872,36081024000
33.62206,-84.47667,18902,13121010507
41.889421,-87.630028,21529,17031081700
35.975025,-86.577078,61107,47149040306
45.415886,-123.183277,54463,41071030400
29.635292,-95.275712,62535,48201980000
37.543592,-119.921224,5658,06043000101
45.096541,-93.447714,36016,27053026710
45.060898,-93.144645,35380,27123040703
44.969472,-93.347176,36606,27053022000
39.224979,-76.665632,30968,24003751200
40.588001,-74.090126,45085,36085007000
52.11491,-106.600179,,
40.151091,-105.114811,12197,08013013210
25.772888,-80.189794,14384,12086003703
28.195992,-82.388496,16238,12101032012
42.182894,-71.150799,31748,25021415101
50.811671,-121.317089,,
53.248297,-131.997628,,
28.410029,-81.429681,16044,12095017006
36.520536,-119.565371,11509,06019007202
48.550642,-71.654074,,
33.420957,-83.401685,19848,13237960201
46.022403,-118.410651,69942,53071920200
36.848217,-76.28778,67456,51710004900
36.845253,-76.291047,67456,51710004900
29.804031,-95.162113,64562,48201252301
41.803319,-88.129506,23761,17043846106
42.431246,-83.484414,33728,26163560100
45.216234,-123.970799,54308,41057960700
33.887188,-84.267402,18388,13089021307
41.72076,-111.833929,66978,49005001102
35.511176,-97.970625,53448,40017300600
50.663659,-99.960024,,
45.450404,-122.669338,54504,41051006300
43.29016,-79.875625,,
40.804167,-73.965894,43704,36061019900
34.742738,-92.341764,2979,05119002103
49.8863231,-99.9403179,,
43.495979,-74.360195,46169,36041950500
44.32441,-124.103398,54430,41041951700
43.609308,-79.559329,,
43.447545,-79.694207,,
32.880287,-117.223341,11216,06073008305
37.974839,-122.531514,5254,06041111000
36.167393,-85.512176,60181,47141000800
45.147747,-87.177646,,
45.127735,-87.249039,,
43.809112,-91.235021,71460,55063000800
35.103838,-82.444389,59246,45045004002
43.624246,-72.800867,67332,50021962800
43.624246,-72.800867,67332,50021962800
43.624246,-72.800867,67332,50021962800
36.168459,-115.286655,39691,32003003253
34.234421,-79.805808,59441,45041000101
37.96182,-122.055001,3959,06013324002
44.285832,-73.986802,47046,36031960598
40.673081,-89.587599,23018,17179020100
35.559241,-120.758019,10519,06079012704
26.262162,-98.17597,61871,48215023902
43.145078,-77.586462,43268,36055003100
43.704082,-79.399279,,
33.293636,-111.098541,2007,04021000400
41.832949,-87.939446,23169,17043844601
41.830903,-87.989238,22875,17043844402
50.3065474,-107.77727,,
50.071713,-110.754258,,
51.1036455,-115.363011,,
51.0874032,-114.4744614,,
38.480697,-121.47495,4573,06067004300
51.209722,-113.9892579,,
50.1235155,-120.7653239,,
49.1825529,-123.9535097,,
47.1934649,-70.2401712,,
46.1304936,-64.8821937,,
47.8168658,-69.5344338,,
41.143125,-73.264511,13516,09001060700
41.162306,-73.267585,13516,09001060700
41.185685,-73.234423,13621,09001061000
41.148757,-73.261769,13516,09001060700
37.768,-122.39,11365,06075060700
37.721,-122.162,8233,06001432600
34.151,-118.131,9591,06037462302
34.14293,-118.143209,4332,06037463602
34.050756,-118.173983,5721,06037530602
37.669,-121.874,5392,06001450605
37.372,-122.107,11158,06085510200
34.149,-118.133,4630,06037462202
37.8957739,-122.061438,8383,06013339001
25.869719,-80.226772,14170,12086000412
40.44387,-79.940985,57759,42003140100
42.36178,-71.09054,31390,25017353102
40.239098,-77.05115,58280,42041011801
40.437941,-79.999039,56945,42003020100
39.976578,-82.874916,52270,39049009210
39.396156,-82.97067,51432,39141956300
38.896423,-77.02124,13923,11001005800
42.449239,-71.227979,31231,25017358700
37.29978,-121.98169,7557,06085506601
42.960133,-78.76967,43046,36029009402
42.960632,-78.76919,43046,36029009402
32.58078,-117.03404,9073,06073010014
28.769634,-81.361617,16203,12117020704
43.091965,-77.580734,46873,36055013101
42.275026,-71.798104,32313,25027730500
39.163002,-77.27701,31050,24031700815
45.523668,-122.989956,54810,41067032604
47.399162,-120.28131,69634,53017950800
40.029427,-83.1521,51307,39049007931
45.8829007,-72.4865499,,
45.976833,-73.137056,,
40.90755,-74.397715,41389,34027041000
39.155648,-122.149301,4024,06011000300
38.895493,-77.071236,67885,51013101603
42.129088,-88.135725,22309,17031804202
42.96014,-78.76977,43046,36029009402
33.835653,-84.325298,20091,13089021603
42.326576,-83.06964,33439,26163985300
33.422429,-111.943016,1364,04013318700
38.002412,-121.842436,9130,06013307201
34.066359,-118.403865,11185,06037701000
33.9186685,-117.8862968,6276,06059001504
33.9102702,-117.8509185,8676,06059021815
37.945848,-121.738837,10976,06013303203
34.154543,-118.337072,6725,06037311600
36.977083,-121.96903,9109,06087121700
33.104661,-117.268415,11577,06073022100
33.101208,-117.311201,11114,06073017813
33.8595146,-118.0933218,3769,06037554521
34.257463,-118.588847,5670,06037113101
32.6247117,-116.9678481,11017,06073013314
32.6304071,-117.0880868,5285,06073012700
37.6742103,-122.465588,8728,06081601601
37.968327,-122.056921,8761,06013327000
37.973741,-122.058707,8761,06013327000
37.927996,-122.512952,6882,06041121200
33.64233,-117.91955,6944,06059063702
37.319552,-122.031674,4664,06085508001
37.322129,-122.018143,4664,06085508001
37.671308,-122.469972,7338,06081601604
37.7997992,-121.9186185,6908,06013355113
32.806565,-116.967142,5339,06073016202
