date,california,colorado,florida,massachusetts,minnesota,newyork,ohio,texas,washington,alabama,mississippi,louisiana,arkansas,newmexico,maine,vermont,newhampshire,connecticut,rhodeisland,pennsylvania,maryland,newjersey,delaware,westvirginia,virginia,northcarolina,southcarolina,georgia,northdakota,southdakota,nebraska,kansas,oklahoma,iowa,missouri,wisconsin,illinois,indiana,michigan,kentucky,tennessee,montana,idaho,wyoming,utah,oregon,nevada,arizona,alaska,hawaii
Dec-2011,3.648,3.222,3.338,3.352,3.229,3.598,3.276,3.14,3.562,3.131,3.131,3.131,3.131,3.131,3.433,3.131,3.131,3.131,3.131,3.402,3.402,3.402,3.402,3.313,3.313,3.313,3.313,3.313,3.243,3.243,3.243,3.243,3.243,3.243,3.243,3.243,3.243,3.243,3.243,3.243,3.243,3.232,3.243,3.243,3.243,3.468,3.468,3.468,3.468,3.468
Jan-2012,3.747,3.059,3.492,3.462,3.296,3.698,3.428,3.267,3.534,3.268,3.268,3.268,3.268,3.268,3.541,3.268,3.268,3.268,3.268,3.53,3.53,3.53,3.53,3.469,3.469,3.469,3.469,3.469,3.368,3.368,3.368,3.368,3.368,3.368,3.368,3.368,3.368,3.368,3.368,3.368,3.368,3.064,3.368,3.368,3.368,3.495,3.495,3.495,3.495,3.495
Feb-2012,4.027,3.134,3.723,3.651,3.474,3.9,3.521,3.526,3.709,3.516,3.516,3.516,3.516,3.516,3.734,3.516,3.516,3.516,3.516,3.723,3.723,3.723,3.723,3.693,3.693,3.693,3.693,3.693,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.156,3.515,3.515,3.515,3.687,3.687,3.687,3.687,3.687
Mar-2012,4.414,3.547,3.895,3.802,3.703,4.049,3.868,3.759,4.055,3.738,3.738,3.738,3.738,3.738,3.888,3.738,3.738,3.738,3.738,3.891,3.891,3.891,3.891,3.863,3.863,3.863,3.863,3.863,3.861,3.861,3.861,3.861,3.861,3.861,3.861,3.861,3.861,3.861,3.861,3.861,3.861,3.579,3.861,3.861,3.861,4.02,4.02,4.02,4.02,4.02
Apr-2012,4.292,3.904,3.963,3.925,3.756,4.157,3.808,3.844,4.187,3.833,3.833,3.833,3.833,3.833,4.008,3.833,3.833,3.833,3.833,4.004,4.004,4.004,4.004,3.94,3.94,3.94,3.94,3.94,3.866,3.866,3.866,3.866,3.866,3.866,3.866,3.866,3.866,3.866,3.866,3.866,3.866,3.829,3.866,3.866,3.866,4.1,4.1,4.1,4.1,4.1
May-2012,4.353,3.819,3.651,3.8,3.639,3.995,3.716,3.595,4.261,3.585,3.585,3.585,3.585,3.585,3.874,3.585,3.585,3.585,3.585,3.819,3.819,3.819,3.819,3.655,3.655,3.655,3.655,3.655,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.802,3.684,3.684,3.684,4.103,4.103,4.103,4.103,4.103
Jun-2012,4.133,3.723,3.409,3.59,3.593,3.762,3.591,3.369,4.115,3.348,3.348,3.348,3.348,3.348,3.659,3.348,3.348,3.348,3.348,3.595,3.595,3.595,3.595,3.406,3.406,3.406,3.406,3.406,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.738,3.55,3.55,3.55,3.947,3.947,3.947,3.947,3.947
Jul-2012,3.821,3.588,3.388,3.564,3.561,3.741,3.456,3.324,3.691,3.281,3.281,3.281,3.281,3.281,3.622,3.281,3.281,3.281,3.281,3.573,3.573,3.573,3.573,3.388,3.388,3.388,3.388,3.388,3.474,3.474,3.474,3.474,3.474,3.474,3.474,3.474,3.474,3.474,3.474,3.474,3.474,3.566,3.474,3.474,3.474,3.615,3.615,3.615,3.615,3.615
Aug-2012,4.109,3.542,3.705,3.783,3.756,3.962,3.824,3.581,3.946,3.571,3.571,3.571,3.571,3.571,3.843,3.571,3.571,3.571,3.571,3.808,3.808,3.808,3.808,3.712,3.712,3.712,3.712,3.712,3.815,3.815,3.815,3.815,3.815,3.815,3.815,3.815,3.815,3.815,3.815,3.815,3.815,3.565,3.815,3.815,3.815,3.769,3.769,3.769,3.769,3.769
Sep-2012,4.211,3.702,3.842,3.929,3.891,4.131,3.84,3.709,4.094,3.701,3.701,3.701,3.701,3.701,3.996,3.701,3.701,3.701,3.701,3.974,3.974,3.974,3.974,3.859,3.859,3.859,3.859,3.859,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.77,3.899,3.899,3.899,3.965,3.965,3.965,3.965,3.965
Oct-2012,4.458,3.716,3.712,3.911,3.678,4.106,3.617,3.541,4.053,3.55,3.55,3.55,3.55,3.55,3.958,3.55,3.55,3.55,3.55,3.925,3.925,3.925,3.925,3.711,3.711,3.711,3.711,3.711,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.77,3.665,3.665,3.665,3.976,3.976,3.976,3.976,3.976
Nov-2012,3.893,3.478,3.441,3.703,3.299,3.958,3.464,3.246,3.623,3.27,3.27,3.27,3.27,3.27,3.747,3.27,3.27,3.27,3.27,3.75,3.75,3.75,3.75,3.423,3.423,3.423,3.423,3.423,3.391,3.391,3.391,3.391,3.391,3.391,3.391,3.391,3.391,3.391,3.391,3.391,3.391,3.59,3.391,3.391,3.391,3.673,3.673,3.673,3.673,3.673
Dec-2012,3.628,3.207,3.385,3.533,3.183,3.837,3.314,3.147,3.454,3.167,3.167,3.167,3.167,3.167,3.606,3.167,3.167,3.167,3.167,3.611,3.611,3.611,3.611,3.359,3.359,3.359,3.359,3.359,3.272,3.272,3.272,3.272,3.272,3.272,3.272,3.272,3.272,3.272,3.272,3.272,3.272,3.262,3.272,3.272,3.272,3.414,3.414,3.414,3.414,3.414
Jan-2013,3.678,2.929,3.493,3.512,3.137,3.797,3.319,3.238,3.422,3.23,3.23,3.23,3.23,3.23,3.594,3.23,3.23,3.23,3.23,3.604,3.604,3.604,3.604,3.453,3.453,3.453,3.453,3.453,3.249,3.249,3.249,3.249,3.249,3.249,3.249,3.249,3.249,3.249,3.249,3.249,3.249,2.963,3.249,3.249,3.249,3.344,3.344,3.344,3.344,3.344
Feb-2013,4.127,3.452,3.789,3.755,3.697,4.019,3.67,3.55,3.656,3.537,3.537,3.537,3.537,3.537,3.828,3.537,3.537,3.537,3.537,3.829,3.829,3.829,3.829,3.736,3.736,3.736,3.736,3.736,3.691,3.691,3.691,3.691,3.691,3.691,3.691,3.691,3.691,3.691,3.691,3.691,3.691,3.374,3.691,3.691,3.691,3.664,3.664,3.664,3.664,3.664
Mar-2013,4.192,3.611,3.811,3.755,3.665,4.014,3.691,3.624,3.835,3.607,3.607,3.607,3.607,3.607,3.832,3.607,3.607,3.607,3.607,3.82,3.82,3.82,3.82,3.778,3.778,3.778,3.778,3.778,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.52,3.7,3.7,3.7,3.863,3.863,3.863,3.863,3.863
Apr-2013,4.031,3.604,3.599,3.603,3.544,3.865,3.557,3.473,3.746,3.452,3.452,3.452,3.452,3.452,3.68,3.452,3.452,3.452,3.452,3.674,3.674,3.674,3.674,3.588,3.588,3.588,3.588,3.588,3.584,3.584,3.584,3.584,3.584,3.584,3.584,3.584,3.584,3.584,3.584,3.584,3.584,3.552,3.584,3.584,3.584,3.751,3.751,3.751,3.751,3.751
May-2013,4.051,3.767,3.541,3.56,3.986,3.788,3.733,3.452,3.953,3.427,3.427,3.427,3.427,3.427,3.639,3.427,3.427,3.427,3.427,3.618,3.618,3.618,3.618,3.528,3.528,3.528,3.528,3.528,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.661,3.772,3.772,3.772,3.791,3.791,3.791,3.791,3.791
Jun-2013,4.05,3.762,3.565,3.598,3.726,3.795,3.787,3.461,3.875,3.433,3.433,3.433,3.433,3.433,3.668,3.433,3.433,3.433,3.433,3.633,3.633,3.633,3.633,3.539,3.539,3.539,3.539,3.539,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.754,3.789,3.789,3.789,3.777,3.777,3.777,3.777,3.777
Jul-2013,4.056,3.595,3.615,3.692,3.562,3.886,3.485,3.518,3.901,3.481,3.481,3.481,3.481,3.481,3.769,3.481,3.481,3.481,3.481,3.718,3.718,3.718,3.718,3.578,3.578,3.578,3.578,3.578,3.582,3.582,3.582,3.582,3.582,3.582,3.582,3.582,3.582,3.582,3.582,3.582,3.582,3.678,3.582,3.582,3.582,3.807,3.807,3.807,3.807,3.807
Aug-2013,3.919,3.569,3.614,3.761,3.577,3.933,3.542,3.509,3.855,3.473,3.473,3.473,3.473,3.473,3.825,3.473,3.473,3.473,3.473,3.744,3.744,3.744,3.744,3.575,3.575,3.575,3.575,3.575,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.69,3.571,3.571,3.571,3.763,3.763,3.763,3.763,3.763
Sep-2013,3.989,3.582,3.558,3.703,3.54,3.879,3.512,3.383,3.767,3.376,3.376,3.376,3.376,3.376,3.775,3.376,3.376,3.376,3.376,3.691,3.691,3.691,3.691,3.515,3.515,3.515,3.515,3.515,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.653,3.548,3.548,3.548,3.671,3.671,3.671,3.671,3.671
Oct-2013,3.829,3.41,3.388,3.518,3.318,3.7,3.317,3.18,3.567,3.188,3.188,3.188,3.188,3.188,3.594,3.188,3.188,3.188,3.188,3.497,3.497,3.497,3.497,3.368,3.368,3.368,3.368,3.368,3.324,3.324,3.324,3.324,3.324,3.324,3.324,3.324,3.324,3.324,3.324,3.324,3.324,3.494,3.324,3.324,3.324,3.534,3.534,3.534,3.534,3.534
Nov-2013,3.641,3.231,3.377,3.419,3.143,3.633,3.231,3.104,3.373,3.117,3.117,3.117,3.117,3.117,3.501,3.117,3.117,3.117,3.117,3.45,3.45,3.45,3.45,3.336,3.336,3.336,3.336,3.336,3.203,3.203,3.203,3.203,3.203,3.203,3.203,3.203,3.203,3.203,3.203,3.203,3.203,3.271,3.203,3.203,3.203,3.387,3.387,3.387,3.387,3.387
Dec-2013,3.642,3.122,3.516,3.52,3.113,3.736,3.281,3.171,3.348,3.169,3.169,3.169,3.169,3.169,3.586,3.169,3.169,3.169,3.169,3.562,3.562,3.562,3.562,3.402,3.402,3.402,3.402,3.402,3.208,3.208,3.208,3.208,3.208,3.208,3.208,3.208,3.208,3.208,3.208,3.208,3.208,3.136,3.208,3.208,3.208,3.353,3.353,3.353,3.353,3.353
Jan-2014,3.666,3.238,3.486,3.527,3.272,3.734,3.336,3.187,3.366,3.184,3.184,3.184,3.184,3.184,3.592,3.184,3.184,3.184,3.184,3.584,3.584,3.584,3.584,3.422,3.422,3.422,3.422,3.422,3.279,3.279,3.279,3.279,3.279,3.279,3.279,3.279,3.279,3.279,3.279,3.279,3.279,3.192,3.279,3.279,3.279,3.385,3.385,3.385,3.385,3.385
Feb-2014,3.726,3.346,3.467,3.488,3.343,3.722,3.493,3.213,3.379,3.217,3.217,3.217,3.217,3.217,3.567,3.217,3.217,3.217,3.217,3.578,3.578,3.578,3.578,3.419,3.419,3.419,3.419,3.419,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.261,3.384,3.384,3.384,3.408,3.408,3.408,3.408,3.408
Mar-2014,3.984,3.635,3.621,3.586,3.558,3.822,3.629,3.373,3.619,3.36,3.36,3.36,3.36,3.36,3.668,3.36,3.36,3.36,3.36,3.678,3.678,3.678,3.678,3.548,3.548,3.548,3.548,3.548,3.602,3.602,3.602,3.602,3.602,3.602,3.602,3.602,3.602,3.602,3.602,3.602,3.602,3.493,3.602,3.602,3.602,3.592,3.592,3.592,3.592,3.592
Apr-2014,4.21,3.587,3.795,3.662,3.569,3.882,3.737,3.541,3.829,3.538,3.538,3.538,3.538,3.538,3.74,3.538,3.538,3.538,3.538,3.747,3.747,3.747,3.747,3.729,3.729,3.729,3.729,3.729,3.683,3.683,3.683,3.683,3.683,3.683,3.683,3.683,3.683,3.683,3.683,3.683,3.683,3.507,3.683,3.683,3.683,3.748,3.748,3.748,3.748,3.748
May-2014,4.22,3.522,3.74,3.737,3.548,3.952,3.763,3.522,3.911,3.522,3.522,3.522,3.522,3.522,3.806,3.522,3.522,3.522,3.522,3.816,3.816,3.816,3.816,3.735,3.735,3.735,3.735,3.735,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.565,3.67,3.67,3.67,3.823,3.823,3.823,3.823,3.823
Jun-2014,4.163,3.571,3.67,3.745,3.599,3.949,3.843,3.55,3.994,3.53,3.53,3.53,3.53,3.53,3.813,3.53,3.53,3.53,3.53,3.815,3.815,3.815,3.815,3.692,3.692,3.692,3.692,3.692,3.752,3.752,3.752,3.752,3.752,3.752,3.752,3.752,3.752,3.752,3.752,3.752,3.752,3.615,3.752,3.752,3.752,3.882,3.882,3.882,3.882,3.882
Jul-2014,4.11,3.658,3.603,3.746,3.506,3.936,3.512,3.513,3.99,3.489,3.489,3.489,3.489,3.489,3.81,3.489,3.489,3.489,3.489,3.778,3.778,3.778,3.778,3.626,3.626,3.626,3.626,3.626,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.702,3.57,3.57,3.57,3.891,3.891,3.891,3.891,3.891
Aug-2014,3.961,3.691,3.435,3.606,3.397,3.799,3.499,3.366,3.91,3.35,3.35,3.35,3.35,3.35,3.676,3.35,3.35,3.35,3.35,3.614,3.614,3.614,3.614,3.482,3.482,3.482,3.482,3.482,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.709,3.472,3.472,3.472,3.816,3.816,3.816,3.816,3.816
Sep-2014,3.821,3.625,3.396,3.534,3.325,3.685,3.396,3.281,3.82,3.26,3.26,3.26,3.26,3.26,3.595,3.26,3.26,3.26,3.26,3.524,3.524,3.524,3.524,3.417,3.417,3.417,3.417,3.417,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.636,3.42,3.42,3.42,3.703,3.703,3.703,3.703,3.703
Oct-2014,3.585,3.29,3.261,3.345,3.111,3.547,3.085,3.056,3.466,3.051,3.051,3.051,3.051,3.051,3.394,3.051,3.051,3.051,3.051,3.352,3.352,3.352,3.352,3.224,3.224,3.224,3.224,3.224,3.141,3.141,3.141,3.141,3.141,3.141,3.141,3.141,3.141,3.141,3.141,3.141,3.141,3.367,3.141,3.141,3.141,3.421,3.421,3.421,3.421,3.421
Nov-2014,3.234,3.021,2.974,3.062,2.922,3.342,2.888,2.781,3.149,2.778,2.778,2.778,2.778,2.778,3.133,2.778,2.778,2.778,2.778,3.124,3.124,3.124,3.124,2.95,2.95,2.95,2.95,2.95,2.932,2.932,2.932,2.932,2.932,2.932,2.932,2.932,2.932,2.932,2.932,2.932,2.932,3.103,2.932,2.932,2.932,3.123,3.123,3.123,3.123,3.123
Dec-2014,2.916,2.548,2.681,2.787,2.468,3.065,2.425,2.392,2.859,2.399,2.399,2.399,2.399,2.399,2.843,2.399,2.399,2.399,2.399,2.855,2.855,2.855,2.855,2.641,2.641,2.641,2.641,2.641,2.469,2.469,2.469,2.469,2.469,2.469,2.469,2.469,2.469,2.469,2.469,2.469,2.469,2.625,2.469,2.469,2.469,2.798,2.798,2.798,2.798,2.798
Jan-2015,2.596,1.994,2.269,2.347,2.02,2.629,1.998,1.976,2.351,1.989,1.989,1.989,1.989,1.989,2.395,1.989,1.989,1.989,1.989,2.438,2.438,2.438,2.438,2.241,2.241,2.241,2.241,2.241,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.035,2.01,2.01,2.01,2.329,2.329,2.329,2.329,2.329
Feb-2015,2.756,2.092,2.307,2.255,2.216,2.519,2.302,2.089,2.287,2.094,2.094,2.094,2.094,2.094,2.314,2.094,2.094,2.094,2.094,2.393,2.393,2.393,2.393,2.27,2.27,2.27,2.27,2.27,2.241,2.241,2.241,2.241,2.241,2.241,2.241,2.241,2.241,2.241,2.241,2.241,2.241,2.023,2.241,2.241,2.241,2.325,2.325,2.325,2.325,2.325
Mar-2015,3.388,2.277,2.544,2.44,2.438,2.666,2.409,2.303,2.786,2.294,2.294,2.294,2.294,2.294,2.495,2.294,2.294,2.294,2.294,2.567,2.567,2.567,2.567,2.448,2.448,2.448,2.448,2.448,2.415,2.415,2.415,2.415,2.415,2.415,2.415,2.415,2.415,2.415,2.415,2.415,2.415,2.318,2.415,2.415,2.415,2.73,2.73,2.73,2.73,2.73
Apr-2015,3.261,2.366,2.582,2.468,2.364,2.701,2.448,2.326,2.784,2.316,2.316,2.316,2.316,2.316,2.522,2.316,2.316,2.316,2.316,2.597,2.597,2.597,2.597,2.48,2.48,2.48,2.48,2.48,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.465,2.428,2.428,2.428,2.71,2.71,2.71,2.71,2.71
May-2015,3.804,2.608,2.693,2.704,2.594,2.897,2.636,2.529,3.028,2.529,2.529,2.529,2.529,2.529,2.753,2.529,2.529,2.529,2.529,2.81,2.81,2.81,2.81,2.66,2.66,2.66,2.66,2.66,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.73,2.631,2.631,2.631,3.024,3.024,3.024,3.024,3.024
Jun-2015,3.596,2.7,2.768,2.804,2.709,2.984,2.85,2.641,3.152,2.632,2.632,2.632,2.632,2.632,2.849,2.632,2.632,2.632,2.632,2.882,2.882,2.882,2.882,2.765,2.765,2.765,2.765,2.765,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.797,2.847,2.797,2.797,2.797,3.093,3.093,3.093,3.093,3.093
Jul-2015,3.812,2.799,2.697,2.805,2.749,2.991,2.703,2.604,3.221,2.584,2.584,2.584,2.584,2.584,2.835,2.584,2.584,2.584,2.584,2.867,2.867,2.867,2.867,2.722,2.722,2.722,2.722,2.722,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.902,2.746,2.746,2.746,3.141,3.141,3.141,3.141,3.141
Aug-2015,3.594,2.883,2.473,2.614,2.632,2.806,2.592,2.424,3.102,2.403,2.403,2.403,2.403,2.403,2.643,2.403,2.403,2.403,2.403,2.682,2.682,2.682,2.682,2.525,2.525,2.525,2.525,2.525,2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.881,2.657,2.657,2.657,3.028,3.028,3.028,3.028,3.028
Sep-2015,3.175,2.658,2.259,2.388,2.359,2.567,2.348,2.158,2.764,2.162,2.162,2.162,2.162,2.162,2.427,2.162,2.162,2.162,2.162,2.457,2.457,2.457,2.457,2.292,2.292,2.292,2.292,2.292,2.385,2.385,2.385,2.385,2.385,2.385,2.385,2.385,2.385,2.385,2.385,2.385,2.385,2.72,2.385,2.385,2.385,2.738,2.738,2.738,2.738,2.738
Oct-2015,2.945,2.38,2.255,2.262,2.456,2.442,2.421,2.101,2.504,2.107,2.107,2.107,2.107,2.107,2.312,2.107,2.107,2.107,2.107,2.357,2.357,2.357,2.357,2.256,2.256,2.256,2.256,2.256,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.403,2.474,2.403,2.403,2.403,2.508,2.508,2.508,2.508,2.508
Nov-2015,2.819,2.103,2.215,2.224,2.197,2.409,2.123,1.993,2.494,2,2,2,2,2,2.274,2,2,2,2,2.332,2.332,2.332,2.332,2.204,2.204,2.204,2.204,2.204,2.158,2.158,2.158,2.158,2.158,2.158,2.158,2.158,2.158,2.158,2.158,2.158,2.158,2.221,2.158,2.158,2.158,2.424,2.424,2.424,2.424,2.424
Dec-2015,2.776,1.963,2.131,2.168,1.95,2.348,1.984,1.89,2.451,1.891,1.891,1.891,1.891,1.891,2.208,1.891,1.891,1.891,1.891,2.265,2.265,2.265,2.265,2.108,2.108,2.108,2.108,2.108,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,2.074,1.962,1.962,1.962,2.351,2.351,2.351,2.351,2.351
Jan-2016,2.823,1.898,2.028,2.063,1.818,2.233,1.826,1.793,2.39,1.799,1.799,1.799,1.799,1.799,2.097,1.799,1.799,1.799,1.799,2.15,2.15,2.15,2.15,2.012,2.012,2.012,2.012,2.012,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.001,1.84,1.84,1.84,2.291,2.291,2.291,2.291,2.291
Feb-2016,2.477,1.71,1.874,1.925,1.666,2.07,1.719,1.648,2.111,1.658,1.658,1.658,1.658,1.658,1.942,1.658,1.658,1.658,1.658,1.981,1.981,1.981,1.981,1.855,1.855,1.855,1.855,1.855,1.682,1.682,1.682,1.682,1.682,1.682,1.682,1.682,1.682,1.682,1.682,1.682,1.682,1.806,1.682,1.682,1.682,2.023,2.023,2.023,2.023,2.023
Mar-2016,2.679,1.993,2.08,1.994,2.007,2.121,1.998,1.855,2.235,1.859,1.859,1.859,1.859,1.859,2.018,1.859,1.859,1.859,1.859,2.07,2.07,2.07,2.07,2.028,2.028,2.028,2.028,2.028,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.955,1.992,1.992,1.992,2.141,2.141,2.141,2.141,2.141
Apr-2016,2.822,2.098,2.16,2.175,2.02,2.307,2.163,1.986,2.349,1.986,1.986,1.986,1.986,1.986,2.217,1.986,1.986,1.986,1.986,2.264,2.264,2.264,2.264,2.158,2.158,2.158,2.158,2.158,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.126,2.11,2.11,2.11,2.331,2.331,2.331,2.331,2.331
May-2016,2.855,2.264,2.314,2.35,2.23,2.461,2.404,2.122,2.567,2.131,2.131,2.131,2.131,2.131,2.384,2.131,2.131,2.131,2.131,2.429,2.429,2.429,2.429,2.322,2.322,2.322,2.322,2.322,2.305,2.305,2.305,2.305,2.305,2.305,2.305,2.305,2.305,2.305,2.305,2.305,2.305,2.336,2.305,2.305,2.305,2.455,2.455,2.455,2.455,2.455
Jun-2016,2.93,2.353,2.418,2.415,2.315,2.504,2.633,2.229,2.68,2.225,2.225,2.225,2.225,2.225,2.444,2.225,2.225,2.225,2.225,2.469,2.469,2.469,2.469,2.383,2.383,2.383,2.383,2.383,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.471,2.407,2.471,2.471,2.471,2.535,2.535,2.535,2.535,2.535
Jul-2016,2.911,2.297,2.275,2.342,2.18,2.462,2.219,2.144,2.7,2.134,2.134,2.134,2.134,2.134,2.368,2.134,2.134,2.134,2.134,2.386,2.386,2.386,2.386,2.25,2.25,2.25,2.25,2.25,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.368,2.237,2.237,2.237,2.553,2.553,2.553,2.553,2.553
Aug-2016,2.745,2.213,2.215,2.228,2.205,2.391,2.236,2.073,2.615,2.068,2.068,2.068,2.068,2.068,2.262,2.068,2.068,2.068,2.068,2.312,2.312,2.312,2.312,2.204,2.204,2.204,2.204,2.204,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.323,2.23,2.23,2.23,2.446,2.446,2.446,2.446,2.446
Sep-2016,2.803,2.272,2.299,2.256,2.232,2.387,2.221,2.07,2.707,2.088,2.088,2.088,2.088,2.088,2.298,2.088,2.088,2.088,2.088,2.357,2.357,2.357,2.357,2.301,2.301,2.301,2.301,2.301,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.243,2.35,2.243,2.243,2.243,2.503,2.503,2.503,2.503,2.503
Oct-2016,2.862,2.264,2.335,2.309,2.203,2.438,2.256,2.125,2.747,2.149,2.149,2.149,2.149,2.149,2.346,2.149,2.149,2.149,2.149,2.398,2.398,2.398,2.398,2.349,2.349,2.349,2.349,2.349,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.354,2.238,2.238,2.238,2.534,2.534,2.534,2.534,2.534
Nov-2016,2.788,2.163,2.244,2.284,2.055,2.467,2.183,2.051,2.689,2.067,2.067,2.067,2.067,2.067,2.327,2.067,2.067,2.067,2.067,2.447,2.447,2.447,2.447,2.272,2.272,2.272,2.272,2.272,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.299,2.125,2.125,2.125,2.508,2.508,2.508,2.508,2.508
Dec-2016,2.738,2.178,2.388,2.33,2.168,2.511,2.392,2.122,2.601,2.141,2.141,2.141,2.141,2.141,2.376,2.141,2.141,2.141,2.141,2.512,2.512,2.512,2.512,2.357,2.357,2.357,2.357,2.357,2.278,2.278,2.278,2.278,2.278,2.278,2.278,2.278,2.278,2.278,2.278,2.278,2.278,2.226,2.278,2.278,2.278,2.45,2.45,2.45,2.45,2.45
Jan-2017,2.848,2.334,2.487,2.401,2.363,2.609,2.314,2.234,2.743,2.244,2.244,2.244,2.244,2.244,2.455,2.244,2.244,2.244,2.244,2.626,2.626,2.626,2.626,2.433,2.433,2.433,2.433,2.433,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.341,2.36,2.36,2.36,2.542,2.542,2.542,2.542,2.542
Feb-2017,2.946,2.269,2.379,2.35,2.319,2.544,2.201,2.171,2.761,2.184,2.184,2.184,2.184,2.184,2.395,2.184,2.184,2.184,2.184,2.558,2.558,2.558,2.558,2.363,2.363,2.363,2.363,2.363,2.288,2.288,2.288,2.288,2.288,2.288,2.288,2.288,2.288,2.288,2.288,2.288,2.288,2.338,2.288,2.288,2.288,2.568,2.568,2.568,2.568,2.568
Mar-2017,3.059,2.276,2.386,2.334,2.313,2.503,2.277,2.187,2.86,2.195,2.195,2.195,2.195,2.195,2.369,2.195,2.195,2.195,2.195,2.524,2.524,2.524,2.524,2.361,2.361,2.361,2.361,2.361,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.393,2.313,2.313,2.313,2.646,2.646,2.646,2.646,2.646
Apr-2017,3.067,2.381,2.539,2.414,2.361,2.583,2.456,2.313,2.938,2.307,2.307,2.307,2.307,2.307,2.45,2.307,2.307,2.307,2.307,2.611,2.611,2.611,2.611,2.465,2.465,2.465,2.465,2.465,2.427,2.427,2.427,2.427,2.427,2.427,2.427,2.427,2.427,2.427,2.427,2.427,2.427,2.445,2.427,2.427,2.427,2.713,2.713,2.713,2.713,2.713
May-2017,3.101,2.419,2.458,2.477,2.354,2.589,2.382,2.281,2.934,2.272,2.272,2.272,2.272,2.272,2.491,2.272,2.272,2.272,2.272,2.6,2.6,2.6,2.6,2.407,2.407,2.407,2.407,2.407,2.374,2.374,2.374,2.374,2.374,2.374,2.374,2.374,2.374,2.374,2.374,2.374,2.374,2.486,2.374,2.374,2.374,2.727,2.727,2.727,2.727,2.727
